Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Cluster
6184.0,Renault,Kiger,2019.0,Diesel,Manual,2.0,3.0,2000.0,4.0,1.0,1
6185.0,Mahindra,Scorpio,2019.0,CNG,Manual,2.0,3.0,2000.0,4.0,1.0,1
6186.0,Kia,Seltos,2015.0,Electric,Manual,3.0,2.0,800.0,7.0,2.0,2
6187.0,Toyota,Glanza,2023.0,Electric,Automatic,2.0,3.0,1200.0,6.0,2.0,2
6188.0,Mahindra,Thar,2015.0,CNG,Manual,3.0,2.0,2000.0,4.0,2.0,1
6189.0,Volkswagen,Taigun,2018.0,Electric,Manual,2.0,2.0,2000.0,6.0,1.0,1
6190.0,Kia,Seltos,2022.0,Diesel,Automatic,2.0,3.0,1500.0,6.0,2.0,2
6191.0,Renault,Kwid,2019.0,Diesel,Automatic,2.0,3.0,800.0,6.0,2.0,2
6192.0,Tata Motors,Nexon,2016.0,CNG,Manual,3.0,1.0,1200.0,5.0,1.0,0
6193.0,Tata Motors,Nexon,2017.0,Electric,Manual,2.0,2.0,2000.0,6.0,2.0,1
6194.0,Renault,Kiger,2020.0,Electric,Automatic,2.0,1.0,1500.0,5.0,3.0,0
6195.0,Tata Motors,Punch,2017.0,Petrol,Manual,2.0,2.0,800.0,6.0,2.0,2
6196.0,Tata Motors,Punch,2017.0,Electric,Manual,2.0,1.0,1800.0,5.0,3.0,0
6197.0,Mahindra,Bolero,2017.0,CNG,Manual,2.0,2.0,800.0,7.0,3.0,2
6198.0,Toyota,Fortuner,2019.0,CNG,Manual,2.0,2.0,1500.0,7.0,3.0,2
6199.0,Volkswagen,Tiguan,2022.0,Diesel,Automatic,2.0,3.0,2500.0,4.0,2.0,1
6200.0,Maruti Suzuki,Swift,2021.0,Electric,Automatic,2.0,3.0,1200.0,6.0,3.0,2
6201.0,Maruti Suzuki,Ertiga,2022.0,Petrol,Automatic,2.0,1.0,2000.0,4.0,2.0,0
6202.0,Mahindra,Thar,2021.0,Electric,Manual,3.0,2.0,2000.0,5.0,1.0,1
6203.0,Hyundai,i20,2020.0,Diesel,Automatic,2.0,2.0,1200.0,5.0,2.0,0
6204.0,Honda,WR-V,2022.0,CNG,Automatic,2.0,3.0,1800.0,4.0,2.0,1
6205.0,Toyota,Camry,2017.0,Diesel,Automatic,1.0,2.0,1500.0,5.0,1.0,0
6206.0,Skoda,Slavia,2016.0,Diesel,Automatic,1.0,2.0,800.0,7.0,1.0,2
6207.0,Mahindra,Bolero,2021.0,Diesel,Automatic,3.0,1.0,1200.0,5.0,2.0,0
6208.0,Renault,Kwid,2023.0,Electric,Manual,2.0,3.0,2000.0,6.0,3.0,1
6209.0,Maruti Suzuki,WagonR,2016.0,CNG,Automatic,3.0,2.0,2000.0,5.0,3.0,1
6210.0,Toyota,Innova,2017.0,Diesel,Automatic,2.0,3.0,1200.0,6.0,2.0,2
6211.0,Honda,Amaze,2017.0,CNG,Manual,2.0,1.0,1200.0,7.0,2.0,0
6212.0,Skoda,Octavia,2021.0,Petrol,Manual,2.0,1.0,2000.0,6.0,1.0,1
6213.0,Kia,Sonet,2024.0,CNG,Automatic,3.0,1.0,2500.0,4.0,2.0,1
6214.0,Kia,EV6,2020.0,Diesel,Automatic,2.0,3.0,1200.0,4.0,2.0,2
6215.0,Renault,Duster,2021.0,Diesel,Automatic,2.0,2.0,2500.0,6.0,1.0,1
6216.0,Hyundai,Creta,2016.0,CNG,Manual,3.0,1.0,1500.0,5.0,3.0,0
6217.0,Volkswagen,Polo,2022.0,Electric,Manual,2.0,2.0,800.0,5.0,1.0,0
6218.0,Kia,Sonet,2017.0,Electric,Manual,2.0,2.0,1800.0,7.0,2.0,1
6219.0,Kia,Carnival,2018.0,Electric,Automatic,2.0,1.0,1000.0,6.0,1.0,0
6220.0,Skoda,Octavia,2016.0,Electric,Manual,2.0,2.0,1800.0,5.0,1.0,1
6221.0,Mahindra,Scorpio,2024.0,Petrol,Automatic,3.0,3.0,800.0,7.0,3.0,2
6222.0,Renault,Duster,2019.0,Petrol,Manual,1.0,2.0,800.0,6.0,1.0,2
6223.0,Volkswagen,Taigun,2018.0,Petrol,Manual,2.0,2.0,1500.0,4.0,3.0,0
6224.0,Skoda,Octavia,2017.0,Petrol,Manual,2.0,1.0,2000.0,6.0,2.0,1
6225.0,Honda,Jazz,2022.0,Electric,Automatic,2.0,3.0,2000.0,5.0,3.0,1
6226.0,Hyundai,i10,2019.0,CNG,Manual,1.0,2.0,2000.0,5.0,1.0,1
6227.0,Honda,Civic,2015.0,CNG,Manual,2.0,2.0,1200.0,5.0,2.0,0
6228.0,Kia,EV6,2017.0,CNG,Automatic,3.0,2.0,1800.0,6.0,3.0,1
6229.0,Toyota,Camry,2018.0,Diesel,Automatic,2.0,2.0,800.0,5.0,2.0,0
6230.0,Mahindra,XUV300,2018.0,CNG,Manual,2.0,2.0,1000.0,7.0,3.0,2
6231.0,Maruti Suzuki,Dzire,2017.0,Diesel,Manual,2.0,3.0,1000.0,7.0,3.0,2
6232.0,Hyundai,i10,2024.0,Diesel,Manual,2.0,2.0,1200.0,7.0,2.0,2
6233.0,Honda,City,2019.0,CNG,Manual,2.0,1.0,1200.0,4.0,1.0,0
6234.0,Honda,Amaze,2020.0,Petrol,Automatic,1.0,1.0,1000.0,5.0,3.0,0
6235.0,Renault,Duster,2021.0,Electric,Automatic,2.0,2.0,2000.0,7.0,3.0,1
6236.0,Kia,Carens,2021.0,CNG,Manual,3.0,3.0,1000.0,7.0,2.0,2
6237.0,Volkswagen,Virtus,2023.0,CNG,Automatic,2.0,2.0,2000.0,6.0,2.0,1
6238.0,Hyundai,Verna,2016.0,CNG,Manual,1.0,3.0,800.0,7.0,2.0,2
6239.0,Renault,Kiger,2022.0,Diesel,Manual,2.0,1.0,2500.0,5.0,2.0,1
6240.0,Honda,Amaze,2019.0,Petrol,Automatic,2.0,3.0,2000.0,5.0,3.0,1
6241.0,Volkswagen,Virtus,2019.0,Electric,Automatic,2.0,3.0,1500.0,6.0,2.0,2
6242.0,Honda,City,2019.0,Electric,Automatic,1.0,2.0,2000.0,4.0,3.0,1
6243.0,Toyota,Innova,2016.0,CNG,Manual,2.0,3.0,2000.0,5.0,3.0,1
6244.0,Renault,Duster,2020.0,Electric,Manual,3.0,2.0,800.0,7.0,2.0,2
6245.0,Skoda,Superb,2023.0,Electric,Automatic,2.0,3.0,1500.0,5.0,2.0,2
6246.0,Tata Motors,Punch,2022.0,CNG,Manual,3.0,2.0,1000.0,6.0,2.0,2
6247.0,Tata Motors,Tiago,2020.0,Diesel,Automatic,2.0,2.0,800.0,6.0,2.0,2
6248.0,Honda,Amaze,2015.0,Electric,Manual,2.0,2.0,2500.0,4.0,1.0,1
6249.0,Toyota,Glanza,2021.0,CNG,Manual,2.0,2.0,2000.0,4.0,2.0,1
6250.0,Hyundai,Creta,2019.0,Diesel,Automatic,2.0,2.0,2500.0,4.0,2.0,1
6251.0,Hyundai,i20,2024.0,Electric,Automatic,1.0,2.0,1800.0,7.0,3.0,1
6252.0,Kia,EV6,2020.0,CNG,Manual,2.0,1.0,1000.0,7.0,2.0,0
6253.0,Skoda,Kushaq,2024.0,CNG,Automatic,1.0,1.0,1000.0,4.0,3.0,0
6254.0,Skoda,Octavia,2019.0,Petrol,Automatic,1.0,2.0,2500.0,6.0,2.0,1
6255.0,Skoda,Slavia,2021.0,Petrol,Manual,2.0,2.0,2500.0,7.0,2.0,1
6256.0,Tata Motors,Harrier,2018.0,CNG,Manual,1.0,1.0,2500.0,4.0,3.0,1
6257.0,Hyundai,Verna,2022.0,Petrol,Automatic,2.0,3.0,1500.0,5.0,3.0,2
6258.0,Renault,Kiger,2020.0,Diesel,Automatic,1.0,1.0,1800.0,6.0,3.0,0
6259.0,Honda,WR-V,2023.0,Electric,Automatic,2.0,3.0,1200.0,6.0,2.0,2
6260.0,Tata Motors,Nexon,2018.0,Petrol,Manual,3.0,3.0,1000.0,5.0,2.0,2
6261.0,Honda,WR-V,2020.0,CNG,Automatic,3.0,2.0,1200.0,5.0,1.0,0
6262.0,Renault,Triber,2020.0,Diesel,Manual,2.0,2.0,2000.0,6.0,1.0,1
6263.0,Toyota,Fortuner,2023.0,Petrol,Manual,2.0,2.0,800.0,6.0,1.0,2
6264.0,Maruti Suzuki,Baleno,2020.0,Diesel,Automatic,2.0,2.0,1800.0,4.0,2.0,0
6265.0,Maruti Suzuki,WagonR,2016.0,CNG,Automatic,3.0,3.0,2500.0,5.0,3.0,1
6266.0,Hyundai,Venue,2015.0,Diesel,Automatic,2.0,3.0,1200.0,6.0,2.0,2
6267.0,Renault,Kwid,2023.0,CNG,Automatic,2.0,3.0,800.0,6.0,3.0,2
6268.0,Renault,Kiger,2021.0,Electric,Automatic,1.0,3.0,2000.0,6.0,1.0,1
6269.0,Mahindra,XUV300,2020.0,Electric,Automatic,2.0,2.0,1000.0,7.0,2.0,2
6270.0,Toyota,Camry,2015.0,Electric,Manual,2.0,1.0,2000.0,4.0,2.0,0
6271.0,Skoda,Superb,2024.0,Petrol,Manual,2.0,2.0,1000.0,5.0,2.0,0
6272.0,Kia,Carens,2017.0,CNG,Manual,2.0,3.0,2500.0,6.0,3.0,1
6273.0,Honda,WR-V,2023.0,Diesel,Manual,2.0,3.0,800.0,6.0,1.0,2
6274.0,Kia,EV6,2019.0,Diesel,Manual,2.0,2.0,1200.0,6.0,3.0,2
6275.0,Renault,Lodgy,2023.0,Diesel,Automatic,2.0,2.0,800.0,4.0,3.0,0
6276.0,Skoda,Octavia,2023.0,Electric,Automatic,2.0,3.0,2500.0,4.0,2.0,1
6277.0,Hyundai,i20,2024.0,CNG,Manual,2.0,2.0,1200.0,4.0,2.0,0
6278.0,Honda,Civic,2017.0,Electric,Automatic,2.0,2.0,1800.0,6.0,3.0,1
6279.0,Renault,Kwid,2022.0,Diesel,Manual,1.0,2.0,2500.0,4.0,2.0,1
6280.0,Skoda,Kushaq,2021.0,CNG,Manual,1.0,2.0,1200.0,4.0,1.0,0
6281.0,Honda,Amaze,2018.0,Diesel,Automatic,2.0,1.0,2000.0,5.0,1.0,0
6282.0,Kia,Carnival,2024.0,Petrol,Automatic,2.0,3.0,2000.0,6.0,1.0,1
6283.0,Mahindra,XUV300,2018.0,Diesel,Manual,3.0,2.0,2500.0,5.0,1.0,1
6284.0,Honda,Civic,2019.0,Petrol,Manual,2.0,1.0,1000.0,5.0,1.0,0
6285.0,Hyundai,i10,2022.0,Petrol,Automatic,1.0,2.0,2000.0,7.0,2.0,1
6286.0,Kia,Carnival,2018.0,Electric,Automatic,2.0,2.0,1000.0,4.0,3.0,0
6287.0,Volkswagen,Virtus,2015.0,CNG,Automatic,1.0,2.0,1000.0,7.0,1.0,2
6288.0,Tata Motors,Nexon,2022.0,Petrol,Automatic,2.0,2.0,800.0,6.0,1.0,2
6289.0,Volkswagen,Polo,2019.0,Petrol,Manual,1.0,1.0,2500.0,6.0,3.0,1
6290.0,Kia,EV6,2019.0,Diesel,Manual,2.0,1.0,1500.0,7.0,3.0,0
6291.0,Mahindra,Scorpio,2019.0,CNG,Automatic,2.0,3.0,800.0,7.0,2.0,2
6292.0,Volkswagen,Polo,2022.0,CNG,Automatic,1.0,1.0,1800.0,5.0,3.0,0
6293.0,Kia,EV6,2024.0,CNG,Manual,2.0,2.0,1800.0,7.0,2.0,1
6294.0,Honda,Civic,2019.0,Electric,Automatic,2.0,1.0,1800.0,4.0,3.0,0
6295.0,Maruti Suzuki,Swift,2017.0,Electric,Manual,1.0,2.0,1800.0,5.0,3.0,1
6296.0,Renault,Triber,2017.0,Diesel,Manual,3.0,1.0,1200.0,5.0,2.0,0
6297.0,Honda,Jazz,2018.0,CNG,Automatic,1.0,2.0,2500.0,5.0,2.0,1
6298.0,Honda,WR-V,2022.0,Electric,Manual,2.0,2.0,1800.0,5.0,1.0,1
6299.0,Mahindra,Thar,2018.0,CNG,Automatic,3.0,3.0,1200.0,4.0,2.0,2
6300.0,Toyota,Fortuner,2015.0,CNG,Manual,2.0,2.0,2500.0,7.0,2.0,1
6301.0,Honda,Jazz,2020.0,Petrol,Automatic,2.0,1.0,1000.0,7.0,2.0,0
6302.0,Hyundai,i20,2024.0,Electric,Manual,2.0,2.0,2000.0,5.0,2.0,1
6303.0,Skoda,Rapid,2022.0,Petrol,Manual,3.0,1.0,2500.0,6.0,2.0,1
6304.0,Renault,Kwid,2020.0,Diesel,Automatic,2.0,2.0,1800.0,7.0,2.0,1
6305.0,Mahindra,XUV300,2020.0,Electric,Automatic,2.0,2.0,800.0,6.0,2.0,2
6306.0,Honda,Jazz,2022.0,Electric,Manual,3.0,2.0,1200.0,6.0,3.0,2
6307.0,Tata Motors,Punch,2018.0,Diesel,Automatic,3.0,3.0,1200.0,7.0,1.0,2
6308.0,Renault,Duster,2020.0,Diesel,Automatic,2.0,2.0,2500.0,5.0,1.0,1
6309.0,Renault,Duster,2023.0,CNG,Manual,2.0,1.0,1800.0,6.0,1.0,0
6310.0,Honda,Amaze,2020.0,CNG,Automatic,2.0,2.0,1000.0,5.0,2.0,0
6311.0,Tata Motors,Tiago,2017.0,Electric,Manual,2.0,2.0,1000.0,7.0,2.0,2
6312.0,Renault,Kiger,2018.0,Diesel,Manual,2.0,2.0,1800.0,5.0,2.0,1
6313.0,Volkswagen,Taigun,2015.0,Petrol,Manual,3.0,2.0,1800.0,5.0,1.0,1
6314.0,Kia,Seltos,2022.0,Petrol,Manual,2.0,2.0,1800.0,4.0,2.0,0
6315.0,Maruti Suzuki,Baleno,2022.0,Petrol,Manual,3.0,2.0,1500.0,5.0,2.0,0
6316.0,Volkswagen,Polo,2017.0,Petrol,Manual,2.0,3.0,1200.0,6.0,1.0,2
6317.0,Skoda,Rapid,2016.0,Electric,Automatic,2.0,1.0,2500.0,5.0,3.0,1
6318.0,Volkswagen,Polo,2016.0,Petrol,Automatic,2.0,3.0,2000.0,5.0,2.0,1
6319.0,Renault,Kwid,2024.0,Electric,Manual,2.0,2.0,1800.0,4.0,2.0,0
6320.0,Hyundai,i10,2019.0,CNG,Automatic,3.0,2.0,2000.0,4.0,1.0,1
6321.0,Toyota,Innova,2016.0,Diesel,Automatic,2.0,1.0,2000.0,5.0,1.0,0
6322.0,Tata Motors,Tiago,2018.0,CNG,Manual,2.0,1.0,1800.0,4.0,2.0,0
6323.0,Kia,Carnival,2015.0,Diesel,Manual,2.0,2.0,2500.0,5.0,1.0,1
6324.0,Toyota,Innova,2018.0,Diesel,Manual,2.0,1.0,1200.0,5.0,2.0,0
6325.0,Kia,Sonet,2015.0,Diesel,Manual,1.0,1.0,2000.0,6.0,2.0,1
6326.0,Maruti Suzuki,Dzire,2016.0,Petrol,Automatic,1.0,3.0,800.0,5.0,1.0,2
6327.0,Volkswagen,Taigun,2018.0,Petrol,Manual,2.0,2.0,1800.0,7.0,2.0,1
6328.0,Maruti Suzuki,Swift,2024.0,Diesel,Manual,2.0,1.0,800.0,5.0,2.0,0
6329.0,Kia,Seltos,2022.0,CNG,Manual,3.0,3.0,1000.0,4.0,1.0,2
6330.0,Hyundai,i10,2021.0,Electric,Automatic,2.0,3.0,1000.0,7.0,2.0,2
6331.0,Honda,Amaze,2020.0,Petrol,Manual,2.0,2.0,1000.0,6.0,2.0,2
6332.0,Skoda,Kushaq,2020.0,CNG,Automatic,1.0,1.0,800.0,5.0,2.0,0
6333.0,Kia,Carens,2018.0,CNG,Manual,2.0,3.0,1000.0,4.0,2.0,2
6334.0,Honda,Civic,2020.0,Electric,Manual,2.0,2.0,1800.0,6.0,3.0,1
6335.0,Renault,Lodgy,2021.0,Petrol,Automatic,2.0,2.0,800.0,5.0,2.0,0
6336.0,Hyundai,Creta,2019.0,CNG,Manual,3.0,1.0,2000.0,7.0,2.0,1
6337.0,Honda,Amaze,2022.0,CNG,Manual,1.0,3.0,1500.0,6.0,3.0,2
6338.0,Mahindra,Thar,2022.0,Diesel,Manual,1.0,2.0,1500.0,7.0,2.0,2
6339.0,Hyundai,Venue,2015.0,Electric,Manual,2.0,2.0,1500.0,6.0,1.0,2
6340.0,Toyota,Urban Cruiser,2022.0,Electric,Automatic,2.0,2.0,800.0,7.0,2.0,2
6341.0,Kia,Carens,2022.0,Electric,Automatic,1.0,3.0,1000.0,6.0,3.0,2
6342.0,Maruti Suzuki,WagonR,2018.0,Electric,Automatic,3.0,2.0,2500.0,7.0,2.0,1
6343.0,Skoda,Slavia,2022.0,Electric,Automatic,1.0,2.0,800.0,4.0,1.0,0
6344.0,Honda,WR-V,2020.0,Petrol,Automatic,2.0,3.0,1200.0,6.0,2.0,2
6345.0,Skoda,Slavia,2024.0,Diesel,Automatic,2.0,3.0,800.0,5.0,1.0,2
6346.0,Toyota,Glanza,2015.0,Petrol,Automatic,2.0,2.0,1500.0,4.0,2.0,0
6347.0,Mahindra,XUV300,2021.0,Petrol,Automatic,2.0,3.0,2500.0,7.0,1.0,1
6348.0,Hyundai,Venue,2015.0,Petrol,Manual,1.0,1.0,1800.0,6.0,3.0,0
6349.0,Tata Motors,Nexon,2019.0,CNG,Automatic,2.0,2.0,1200.0,7.0,2.0,2
6350.0,Kia,Seltos,2024.0,Diesel,Automatic,2.0,1.0,2000.0,7.0,3.0,1
6351.0,Volkswagen,Vento,2023.0,Electric,Automatic,2.0,2.0,1800.0,6.0,3.0,1
6352.0,Kia,Sonet,2023.0,Electric,Automatic,2.0,2.0,2500.0,4.0,3.0,1
6353.0,Renault,Lodgy,2024.0,Petrol,Automatic,2.0,1.0,1500.0,7.0,2.0,0
6354.0,Skoda,Octavia,2016.0,Diesel,Manual,2.0,1.0,2000.0,7.0,3.0,1
6355.0,Kia,Seltos,2019.0,Electric,Manual,2.0,1.0,1500.0,7.0,1.0,0
6356.0,Mahindra,Thar,2016.0,Diesel,Manual,1.0,3.0,2000.0,5.0,3.0,1
6357.0,Volkswagen,Polo,2022.0,Petrol,Automatic,2.0,2.0,2500.0,5.0,1.0,1
6358.0,Volkswagen,Virtus,2017.0,Diesel,Automatic,2.0,2.0,2000.0,6.0,2.0,1
6359.0,Hyundai,Venue,2016.0,CNG,Manual,2.0,2.0,1500.0,4.0,3.0,0
6360.0,Kia,Carnival,2024.0,CNG,Automatic,2.0,1.0,2500.0,6.0,2.0,1
6361.0,Kia,Carnival,2015.0,Electric,Manual,1.0,2.0,2000.0,5.0,2.0,1
6362.0,Mahindra,XUV700,2018.0,Diesel,Manual,1.0,1.0,1800.0,6.0,2.0,0
6363.0,Mahindra,Bolero,2017.0,Diesel,Automatic,3.0,2.0,2000.0,6.0,3.0,1
6364.0,Maruti Suzuki,Swift,2022.0,Petrol,Manual,2.0,2.0,1500.0,4.0,1.0,0
6365.0,Toyota,Fortuner,2017.0,Electric,Automatic,1.0,1.0,2500.0,6.0,3.0,1
6366.0,Mahindra,Scorpio,2017.0,Electric,Manual,2.0,2.0,2000.0,5.0,2.0,1
6367.0,Renault,Duster,2021.0,Petrol,Automatic,3.0,3.0,800.0,6.0,3.0,2
6368.0,Maruti Suzuki,Baleno,2019.0,Diesel,Automatic,2.0,3.0,2000.0,5.0,1.0,1
6369.0,Honda,Civic,2017.0,Petrol,Manual,2.0,2.0,800.0,6.0,3.0,2
6370.0,Volkswagen,Polo,2018.0,Diesel,Automatic,1.0,3.0,2500.0,5.0,3.0,1
6371.0,Toyota,Urban Cruiser,2022.0,Diesel,Automatic,2.0,2.0,1800.0,4.0,3.0,0
6372.0,Mahindra,Thar,2024.0,CNG,Automatic,1.0,3.0,1200.0,7.0,2.0,2
6373.0,Hyundai,i20,2016.0,Diesel,Automatic,2.0,2.0,1500.0,6.0,2.0,2
6374.0,Maruti Suzuki,Ertiga,2017.0,Diesel,Manual,2.0,1.0,1500.0,7.0,2.0,0
6375.0,Maruti Suzuki,Ertiga,2021.0,Diesel,Manual,2.0,2.0,2500.0,7.0,1.0,1
6376.0,Skoda,Octavia,2024.0,Petrol,Automatic,2.0,2.0,2500.0,7.0,2.0,1
6377.0,Tata Motors,Harrier,2019.0,Electric,Manual,2.0,1.0,1000.0,6.0,1.0,0
6378.0,Hyundai,i10,2022.0,Diesel,Automatic,2.0,3.0,1200.0,7.0,2.0,2
6379.0,Mahindra,XUV700,2017.0,Diesel,Manual,1.0,1.0,1800.0,5.0,3.0,0
6380.0,Tata Motors,Nexon,2017.0,CNG,Automatic,1.0,1.0,800.0,6.0,3.0,0
6381.0,Renault,Triber,2017.0,Diesel,Manual,2.0,2.0,1000.0,7.0,3.0,2
6382.0,Honda,Civic,2023.0,CNG,Manual,2.0,2.0,1500.0,4.0,1.0,0
6383.0,Volkswagen,Virtus,2017.0,CNG,Manual,2.0,3.0,1200.0,6.0,1.0,2
6384.0,Mahindra,Thar,2019.0,CNG,Automatic,2.0,1.0,1500.0,4.0,2.0,0
6385.0,Honda,Civic,2022.0,Electric,Automatic,2.0,1.0,2500.0,5.0,2.0,1
6386.0,Volkswagen,Tiguan,2017.0,Diesel,Automatic,3.0,2.0,1800.0,4.0,1.0,0
6387.0,Mahindra,XUV300,2018.0,CNG,Manual,2.0,2.0,1500.0,6.0,3.0,2
6388.0,Maruti Suzuki,Dzire,2019.0,Petrol,Automatic,2.0,1.0,800.0,4.0,2.0,0
6389.0,Toyota,Urban Cruiser,2018.0,Diesel,Manual,2.0,3.0,800.0,6.0,3.0,2
6390.0,Tata Motors,Tiago,2015.0,Electric,Manual,2.0,1.0,1000.0,4.0,2.0,0
6391.0,Honda,Jazz,2022.0,CNG,Automatic,2.0,2.0,800.0,6.0,2.0,2
6392.0,Hyundai,Venue,2024.0,CNG,Manual,2.0,2.0,1800.0,6.0,2.0,1
6393.0,Skoda,Superb,2015.0,Electric,Automatic,3.0,1.0,800.0,7.0,3.0,0
6394.0,Renault,Duster,2020.0,Diesel,Automatic,2.0,2.0,2500.0,5.0,1.0,1
6395.0,Honda,Amaze,2020.0,Diesel,Manual,2.0,1.0,1800.0,4.0,2.0,0
6396.0,Toyota,Urban Cruiser,2018.0,Petrol,Automatic,2.0,1.0,1000.0,7.0,2.0,0
6397.0,Tata Motors,Tiago,2018.0,Petrol,Automatic,1.0,2.0,1000.0,7.0,2.0,2
6398.0,Toyota,Urban Cruiser,2015.0,Diesel,Automatic,3.0,2.0,2500.0,5.0,2.0,1
6399.0,Hyundai,i10,2023.0,CNG,Automatic,2.0,2.0,2000.0,6.0,3.0,1
6400.0,Tata Motors,Tiago,2018.0,Diesel,Manual,2.0,1.0,2500.0,6.0,1.0,1
6401.0,Skoda,Kushaq,2020.0,Petrol,Manual,2.0,2.0,800.0,6.0,2.0,2
6402.0,Hyundai,Verna,2024.0,Diesel,Automatic,2.0,2.0,1800.0,6.0,3.0,1
6403.0,Toyota,Glanza,2020.0,Petrol,Manual,2.0,1.0,1800.0,5.0,3.0,0
6404.0,Volkswagen,Polo,2021.0,Diesel,Automatic,2.0,2.0,2500.0,6.0,2.0,1
6405.0,Tata Motors,Tiago,2023.0,CNG,Manual,2.0,3.0,2000.0,5.0,1.0,1
6406.0,Hyundai,i20,2016.0,Petrol,Automatic,2.0,1.0,1200.0,5.0,3.0,0
6407.0,Maruti Suzuki,Swift,2024.0,Diesel,Manual,2.0,1.0,1200.0,7.0,3.0,0
6408.0,Mahindra,Scorpio,2022.0,CNG,Manual,2.0,2.0,2500.0,6.0,2.0,1
6409.0,Skoda,Rapid,2017.0,CNG,Manual,1.0,2.0,1800.0,4.0,3.0,0
6410.0,Volkswagen,Tiguan,2021.0,Petrol,Manual,2.0,2.0,2500.0,7.0,3.0,1
6411.0,Hyundai,Creta,2019.0,Electric,Manual,2.0,1.0,1000.0,6.0,3.0,0
6412.0,Hyundai,i10,2022.0,Electric,Automatic,2.0,1.0,2500.0,6.0,1.0,1
6413.0,Mahindra,Thar,2016.0,Diesel,Automatic,2.0,2.0,1800.0,7.0,1.0,1
6414.0,Kia,Seltos,2023.0,CNG,Manual,2.0,2.0,2000.0,5.0,1.0,1
6415.0,Maruti Suzuki,Dzire,2020.0,Electric,Manual,1.0,2.0,1800.0,6.0,2.0,1
6416.0,Maruti Suzuki,Baleno,2015.0,CNG,Manual,1.0,1.0,1200.0,7.0,3.0,0
6417.0,Kia,Carnival,2020.0,Diesel,Automatic,1.0,2.0,2000.0,5.0,1.0,1
6418.0,Mahindra,Thar,2017.0,Electric,Automatic,2.0,1.0,2500.0,6.0,2.0,1
6419.0,Honda,Amaze,2018.0,Diesel,Automatic,2.0,1.0,1000.0,4.0,2.0,0
6420.0,Renault,Triber,2024.0,Electric,Automatic,2.0,1.0,2000.0,5.0,2.0,0
6421.0,Kia,Carens,2018.0,Diesel,Manual,1.0,2.0,1000.0,5.0,2.0,0
6422.0,Honda,City,2020.0,Electric,Manual,2.0,2.0,2000.0,4.0,1.0,1
6423.0,Honda,Jazz,2024.0,Petrol,Automatic,1.0,1.0,1000.0,7.0,2.0,0
6424.0,Toyota,Fortuner,2022.0,Diesel,Automatic,3.0,3.0,1000.0,5.0,1.0,2
6425.0,Toyota,Fortuner,2023.0,Petrol,Manual,2.0,1.0,1800.0,4.0,2.0,0
6426.0,Skoda,Slavia,2016.0,Diesel,Automatic,2.0,2.0,2500.0,6.0,3.0,1
6427.0,Hyundai,Creta,2021.0,Petrol,Manual,2.0,2.0,2000.0,7.0,3.0,1
6428.0,Tata Motors,Punch,2021.0,Petrol,Manual,2.0,1.0,800.0,6.0,2.0,0
6429.0,Skoda,Rapid,2020.0,CNG,Automatic,2.0,3.0,1800.0,6.0,1.0,2
6430.0,Renault,Triber,2021.0,CNG,Manual,1.0,2.0,1500.0,5.0,3.0,0
6431.0,Volkswagen,Taigun,2023.0,Petrol,Automatic,2.0,1.0,1800.0,6.0,3.0,0
6432.0,Kia,Sonet,2020.0,Diesel,Automatic,2.0,1.0,1000.0,7.0,2.0,0
6433.0,Kia,Sonet,2022.0,Diesel,Manual,2.0,2.0,2000.0,6.0,3.0,1
6434.0,Maruti Suzuki,Baleno,2020.0,Diesel,Manual,2.0,1.0,1800.0,7.0,1.0,1
6435.0,Skoda,Slavia,2016.0,Electric,Manual,2.0,3.0,1200.0,7.0,2.0,2
6436.0,Toyota,Camry,2018.0,Diesel,Manual,2.0,2.0,1200.0,4.0,3.0,0
6437.0,Volkswagen,Taigun,2016.0,Petrol,Manual,2.0,3.0,800.0,7.0,2.0,2
6438.0,Mahindra,XUV700,2022.0,Petrol,Automatic,2.0,2.0,1000.0,5.0,3.0,0
6439.0,Honda,Jazz,2015.0,CNG,Automatic,2.0,3.0,1800.0,7.0,3.0,2
6440.0,Kia,Seltos,2022.0,Diesel,Automatic,2.0,3.0,1000.0,7.0,1.0,2
6441.0,Skoda,Rapid,2020.0,Electric,Manual,2.0,3.0,1500.0,6.0,2.0,2
6442.0,Tata Motors,Harrier,2021.0,Petrol,Manual,3.0,3.0,1500.0,4.0,3.0,2
6443.0,Renault,Kiger,2020.0,Electric,Manual,2.0,3.0,1200.0,7.0,1.0,2
6444.0,Hyundai,Venue,2019.0,CNG,Manual,2.0,2.0,1500.0,7.0,2.0,2
6445.0,Skoda,Rapid,2016.0,Petrol,Automatic,2.0,3.0,800.0,4.0,2.0,2
6446.0,Kia,Seltos,2018.0,Diesel,Manual,3.0,2.0,1500.0,6.0,1.0,2
6447.0,Honda,Civic,2018.0,Electric,Automatic,3.0,3.0,2000.0,4.0,3.0,1
6448.0,Skoda,Slavia,2021.0,Diesel,Automatic,2.0,3.0,1500.0,5.0,2.0,2
6449.0,Maruti Suzuki,Ertiga,2016.0,Electric,Manual,2.0,1.0,1500.0,4.0,2.0,0
6450.0,Mahindra,XUV300,2021.0,Electric,Manual,2.0,2.0,1800.0,6.0,1.0,1
